Name,YearPublished,GameWeight,AvgRating,MinPlayers,MaxPlayers,BestPlayers,MfgPlaytime,MfgAgeRec,category
Geisterwäldchen,2005,1.1364,6.14225,2,6,0,30,5,Childrens
Fruit Spy,2005,1.2676,5.79432,3,5,0,20,8,Family
Mango Tango,2005,1.0,5.35484,2,7,0,15,10,misc
Up And Down,2005,1.7692,6.23691,2,6,0,20,5,Childrens
Labyrinth Treasure Hunt,2005,1.2778,5.41692,2,6,0,30,7,misc
Wangaratta,1956,0.0,4.8,2,6,0,60,8,misc
Junior Alias,1994,1.0,5.31534,5,8,0,30,4,Childrens
Target Arnhem: Across 6 Bridges,2005,2.1132,6.51342,2,2,0,90,12,War
Gettysburg: High Tide of the Confederacy,1982,3.125,7.35789,2,8,0,600,12,War
König Salomons Schatzkammer,2005,2.1111,6.59649,2,5,0,45,8,Family
Gracias,2005,1.2222,5.54994,3,6,0,45,9,Family
Modern Battles: Four Contemporary Conflicts,1975,2.2,6.69659,1,2,0,120,12,misc
Modern Battles II: Four Contemporary Conflicts,1977,2.4167,6.64627,1,2,0,120,12,misc
War II,1981,2.3214,5.58575,3,6,0,120,12,War
Sword and Sail,2004,1.8462,6.68809,2,5,0,30,12,misc
Rivoli 1797,1997,3.4,8.19508,2,2,0,240,13,War
Carcassonne: The Discovery,2005,1.9304,6.48922,2,5,0,30,8,Family
Gone Fishing!,2005,1.3778,5.35326,2,2,0,40,10,Family
Flying Hats,1890,1.0,4.64348,2,10,0,10,4,Childrens
Montanara,2005,1.8333,5.56667,2,2,0,20,10,misc
Race,1984,1.0,4.83437,2,6,0,30,8,misc
Trans Europa,2005,1.408,6.64446,2,6,5,20,8,Family
Miss Monster,2005,1.25,6.32941,3,4,0,40,7,misc
No Trumpets No Drums: The Vietnam War 1965-1975,1982,3.2727,6.54817,2,2,0,240,12,War
Little Round Top,1982,2.5556,6.65429,2,2,0,120,12,War
Race For Tunis,1986,2.5,5.8075,2,2,0,180,12,War
Party Scrabble,2004,2.3333,5.72791,2,4,0,0,8,misc
Bonnie and Clyde,2009,1.64,6.26156,2,4,0,45,8,misc
Panzer Korps,1982,1.8333,7.04714,1,2,0,120,12,War
Strike Them a Blow: 1864 North Anna River,2006,3.3,7.47917,2,4,0,600,12,War
The Battle of Tanga 1914,2015,2.6667,6.81778,1,2,0,360,12,War
The Difference Between Women & Men,2005,1.3846,5.68916,3,8,0,45,16,misc
Hula Hippos,2005,1.0179,6.11953,2,4,0,10,5,Childrens
Funny Friends,2005,2.274,6.51013,2,6,5,60,16,misc
Pick A Dilly,2005,1.0,5.2963,3,7,0,15,7,misc
Wie Waldi,2005,1.0,5.78333,2,4,0,20,7,misc
Das Kleine Gespenst,2005,1.2,6.0488,2,4,0,15,5,Childrens
Techno Witches,2005,1.4659,6.14544,2,4,0,50,10,Family
Mighty Morphin Power Rangers Game,1994,1.1667,4.40909,2,4,0,30,6,Childrens
3D Tic Tac Toe,1953,1.2222,4.22225,2,2,0,1,6,Abstract
Undercut,2004,2.3333,6.22344,3,5,0,30,8,Abstract
Blokus Duo,2005,1.6918,6.83618,2,2,2,15,5,Abstract
War,0,1.0,2.29913,2,2,0,30,4,Childrens
Monstertorte,1996,1.0,6.29216,2,4,0,15,5,misc
Mr. Bucket,1991,1.0,3.3766,2,4,0,10,4,Childrens
Vinegar Joe's War: CBI,2005,3.375,6.75349,1,2,0,240,12,War
General Quarters,1975,2.3,7.27848,0,0,0,240,12,War
Loot,1993,1.0,6.20356,2,8,0,0,6,misc
The Alley Cats Game,1976,1.25,5.43333,2,4,0,45,8,Childrens
Dungeoneer: Dragons of the Forsaken Desert,2005,2.2115,6.30014,2,4,0,60,12,Thematic
The Battle of the Bulge,1965,2.322,6.15456,2,2,0,120,10,War
Epées de France,2002,2.4545,7.53,2,2,0,60,12,War
Montebello 1800,2002,2.7,7.70946,2,2,0,60,12,War
Canope 1801,2001,2.625,7.40556,2,2,0,60,0,War
Dürrenstein & Schöngraben 1805,2005,2.2857,7.57353,2,2,0,60,10,War
POG The Game,1995,1.1429,4.30574,2,6,0,30,5,misc
Across the Pacific,2010,3.3077,8.11458,2,2,0,0,12,War
Great Medieval Battles Bannockburn and Angora,1999,2.3333,6.56286,1,2,0,360,12,War
"Geißlein, versteck dich!",2003,1.0,5.8525,2,4,0,15,4,Childrens
Roma,2005,2.0087,6.76286,2,2,2,45,8,Strategy
Rat Hot,2005,1.4609,6.29732,2,2,0,30,8,misc
Inka,2005,2.2429,5.36975,2,4,0,45,8,Abstract
Architekton,2005,1.6218,5.55032,2,2,0,45,8,Strategy
Highland Clans,2005,2.1333,5.56267,3,5,0,60,8,Family
The Apprentice Game,2005,1.2,3.97381,2,2,0,60,12,misc
The Battle of Five Armies,2005,3.2353,7.04008,2,2,0,120,10,misc
Pie Face,1993,1.0,4.32609,2,4,0,15,3,Childrens
Jewels in the Attic,1992,1.3333,6.94737,2,18,0,30,8,Childrens
"The Wilderness Campaign: Lee vs. Grant, 1864",1972,2.3,6.8,2,2,0,240,12,War
Domination,2005,1.1429,5.00349,2,4,0,30,8,Abstract
GOPS,0,1.625,5.55556,2,3,0,10,6,misc
Prickly Pile-Up,0,1.0,5.57174,2,2,0,10,5,misc
Over the Top: Command Decision Series Game,1990,3.0,7.08824,0,0,0,0,12,War
Advanced Tobruk System Basic Game 1a: Screaming Eagles,2005,2.4,7.00077,2,2,0,60,12,War
UNO H2O,2004,1.1429,6.0754,2,10,0,30,7,misc
Such & Such,2005,1.3333,5.55,4,10,0,40,10,misc
Manhattan,1986,2.0,6.49197,2,6,0,60,8,misc
Crystal Maze,1991,1.2857,4.71273,2,4,0,0,8,misc
Play on Wordz,1984,1.6667,5.75221,1,4,0,30,8,misc
System 7 Napoleonics,1978,2.0,6.4375,2,2,0,240,12,War
Evolution,2005,1.6667,5.51757,4,0,0,45,12,misc
Tumblin-Dice,2004,1.0446,7.19302,2,4,4,45,13,misc
Richthofen,2002,1.4667,5.895,2,2,0,0,10,misc
Mall of Horror,2005,1.9435,6.63305,3,6,6,60,14,Thematic
Second World War at Sea: Strike South,2005,2.7143,7.07368,2,2,0,120,12,War
Second World War at Sea: Leyte Gulf,2005,3.3846,7.06607,2,2,0,120,12,War
Mastermind Challenge,1993,2.0,5.75115,2,2,0,30,8,Abstract
Eastern Front: A Panzer Grenadier Game,2005,2.8125,7.0343,2,2,0,120,12,War
Road to Berlin: Platoon Level Combat in World War II – A Panzer Grenadier Game,2005,2.7742,7.41293,2,2,0,120,12,War
Swipe,2004,1.0833,4.77166,2,6,0,30,8,misc
Suds,1997,1.0,5.25625,2,4,0,10,6,misc
Barbarossa Solitaire,2002,1.75,6.21935,1,1,0,30,12,War
"La Bataille de l'Ebre, 1938",2005,2.625,7.11246,2,2,0,240,12,War
Over the Top! Lemberg 1914 & Verdun 1916,1999,2.6667,6.07907,2,2,0,120,12,War
Kaboodl,2004,1.0,5.07935,2,6,0,30,7,misc
Dividends,2005,2.25,5.40409,2,12,0,30,12,misc
Vince Lombardi's Game,1970,2.0,7.32533,2,2,0,0,10,misc
Darter,2004,2.0,6.65526,2,2,0,20,8,Abstract
Shrieks & Creaks,1988,1.5,5.94479,2,4,0,0,0,misc
Super Munchkin,2005,1.8378,5.86861,3,6,0,90,10,Thematic
The von Reisswitz Kriegsspiel: The Prussian Army Wargame,1824,3.6667,8.23529,2,99,0,300,12,War
Fanhunter Batallitas,1997,2.25,6.22286,2,4,0,0,12,War
"Alexandria, 1801",1996,3.2,7.38679,2,2,0,240,12,War
Genial daneben: Das Spiel,2004,1.75,3.96774,2,4,0,45,10,misc
Gelb gewinnt!,2005,1.2222,4.8678,2,8,0,30,7,misc
Ubongo,2003,1.5249,6.70264,1,4,4,25,8,misc
Diggity Dog,1999,1.0,4.95943,2,4,0,15,3,Childrens
Khet: The Laser Game,2005,2.5277,6.51479,2,2,0,20,9,Abstract
Tsuro,2004,1.2344,6.67151,2,8,4,20,8,misc
Snap,1866,1.1429,3.43597,2,12,0,10,5,Childrens
Bonaparte: the Napoleonic Campaigns,1982,3.25,5.43182,2,4,0,480,12,War
Award Show,2005,1.25,4.14658,2,6,0,45,10,misc
Dinosaur Dice,2004,1.375,5.67556,2,4,0,10,4,Childrens
Saganami Island Tactical Simulator,2005,4.3871,6.86907,2,8,0,120,12,War
Friday the 13th,2005,1.1949,6.45011,3,6,5,30,8,Family
Top Dogs,2005,1.0667,5.10741,3,5,0,20,8,misc
Sitting Ducks Gallery,2005,1.1053,6.13304,3,6,0,20,10,Family
Anno Domini: Lifestyle,1998,1.5294,6.81758,2,8,0,30,10,misc
La Bataille d'Austerlitz,1980,3.5714,8.24103,2,8,0,400,12,War
Sleeping Queens,2005,1.0559,6.4777,2,5,4,20,8,misc
Pegs and Jokers,1975,1.5,6.35258,2,8,0,30,7,Abstract
Batman Begins: Shadow Assault,2005,1.4444,4.46465,2,5,0,30,8,misc
Caravans of Ahldarahd,2005,2.375,5.0,2,5,0,60,10,misc
Watten,0,2.125,7.0783,2,4,0,30,8,Abstract
Giza,2005,1.434,5.88588,2,6,0,10,8,misc
Canasta,1939,2.1275,6.38478,2,6,4,45,12,misc
Boxes,1889,1.6216,4.71128,2,2,0,15,7,Abstract
Head-to-Head Poker,2005,1.5938,5.7685,2,2,0,30,10,Family
Ars Mysteriorum,2005,3.0455,6.34863,3,5,0,90,10,Strategy
1800: Colorado,2002,3.5714,6.2327,2,3,0,90,16,Strategy
Railways of the World,2005,3.0221,7.6893,2,6,5,120,10,Strategy
DaVinci's Challenge,2004,2.0635,5.57209,2,4,0,30,8,Abstract
Rommel at Bay,1984,3.0769,6.73256,2,2,0,90,12,War
Forbidden,2004,1.4167,6.05208,2,4,0,35,10,misc
Dancing Dragons,2005,1.4286,5.67564,4,8,0,30,6,misc
Survivor: The Game,2003,1.5,4.60857,5,16,0,30,8,misc
Tempus,2006,2.7964,6.47766,3,5,4,120,14,Strategy
The Little Orchard,2004,1.1071,6.46317,1,4,0,15,3,Childrens
Clout Fantasy,2005,1.7755,5.57036,2,6,0,30,8,CGS
Stad - Land - Rivier,1985,1.0,5.7439,2,6,0,15,8,misc
1001,1900,2.0,6.61212,2,4,0,60,12,misc
Gettysburg: Three Days in July,1995,2.5,5.99737,2,2,0,100,12,War
Control Nut!,2005,1.9333,6.27339,2,4,0,45,10,misc
Battlegroup,2005,2.0,6.46765,2,4,0,90,12,War
Cineplexity,2007,1.129,5.71148,4,10,0,20,12,Party
Monkey Arena,2005,1.1538,4.67719,2,8,0,45,10,misc
World of Warcraft: The Boardgame,2005,3.5082,6.68012,2,6,4,180,12,Thematic
Descent: Journeys in the Dark,2005,3.3409,7.29671,2,5,5,240,13,Thematic
Mago Magino,2004,1.16,6.16048,2,5,0,30,5,Childrens
Gutshot,2005,2.8889,7.7695,2,10,0,240,12,misc
That's Life!,2005,1.3116,6.48321,2,6,4,30,8,Family
Pepper,2005,1.1538,4.83833,3,6,0,10,8,misc
Monopoly: London,1972,1.8182,4.69703,2,8,0,180,8,misc
Laserburn: Sci-Fi Combat Rules,1980,2.7273,6.85484,2,2,0,180,12,War
Attacktix Battle Figure Game: Star Wars,2005,1.2564,6.12447,2,2,0,10,8,CGS
Kazink,2005,1.0,5.58202,2,4,0,15,7,misc
Alfredo's Food Fight,2005,0.0,5.77557,2,4,0,15,6,Childrens
Branches and Twigs and Thorns,2002,2.4444,6.20946,2,6,0,15,0,Abstract
Auf Zack!!,2003,0.0,5.85385,2,5,0,20,5,misc
Kitty Chaos,2005,1.1429,4.71705,2,4,0,30,10,Childrens
Animal Upon Animal,2005,1.0422,6.81269,2,4,4,15,4,Childrens
InuYasha TCG,2004,2.4,5.64516,2,2,0,30,12,misc
Subbuteo Cricket,1949,2.0,6.2375,2,2,0,30,0,misc
History of the Roman Empire,2008,2.6286,6.40112,2,4,0,180,12,misc
Here I Stand,2006,4.1755,7.90917,2,6,6,360,12,War
Pax Romana,2006,3.6599,7.41568,2,4,0,600,12,War
The Burning Blue,2006,4.0426,7.66922,2,2,0,300,12,War
Prussia's Glory II: Four Battles of the Seven Years War,2005,2.7826,7.04938,1,2,0,90,12,War
Manoeuvre,2008,2.11,7.29571,2,2,2,60,12,War
Savannah,2005,2.85,6.9035,2,3,0,240,12,War
1846: The Race for the Midwest,2005,3.9549,7.94817,3,5,4,240,14,Strategy
CATAN 3D Collector's Edition,2005,2.6583,7.9096,3,4,0,45,10,misc
"Rette sich, wer kann!",1983,1.0,5.57812,2,4,0,30,5,Abstract
The Old Contemptibles,2005,2.7778,6.81564,2,2,0,180,12,War
Rezolution: A Dark Tomorrow,2005,2.7273,7.34884,2,2,0,0,12,misc
Rocketmen: Axis of Evil,2005,1.9677,5.92571,2,4,0,30,8,CGS
Beowulf: The Legend,2005,2.2547,6.35392,2,5,5,60,12,Strategy
Argo,2016,2.5,6.03133,2,4,0,90,9,misc
Wench,2005,1.2667,4.52467,3,5,0,25,18,misc
He & She,0,1.0,4.69552,2,8,0,45,18,misc
Blood of Noble Men: The Alamo,2006,2.3333,6.48571,2,2,0,120,12,War
Cowboys: The Way of the Gun,2007,1.6081,6.17919,2,10,0,60,8,Thematic
Amirauté,1979,3.0,6.85526,2,2,0,0,12,War
Silent War,2005,3.3902,7.31849,1,2,0,120,12,War
Clue Mysteries,2005,1.5152,5.62598,2,6,0,60,8,misc
The Game of Crown and Anchor,1850,1.25,4.4175,2,12,0,10,9,misc
Golf,0,1.36,5.43598,2,6,0,45,7,misc
Hecatomb,2005,2.4615,6.36728,2,4,0,30,15,CGS
Haggle,1963,2.1,6.70042,10,100,0,300,10,Party
Go Stop,1889,2.1667,6.63423,2,5,0,60,8,Family
The New Easy to Master Dungeons & Dragons,1991,2.5294,6.83699,2,8,0,120,12,Thematic
Just4Fun,2005,1.2667,5.83574,2,4,0,25,9,misc
Lobositz: First Battle of the Seven Years War,2005,3.9286,7.99453,1,2,0,360,12,War
"The Battle of Corinth: Standoff at the Tennessee, October 3-4, 1862",1981,3.5385,7.769,1,2,0,240,12,War
"Jackson at the Crossroads: Cross Keys & Port Republic, June 8-9, 1862",1981,3.75,7.65593,1,2,0,240,12,War
Super Farmer,1943,1.1442,5.73152,2,6,0,20,7,misc
Magic Robot Quiz Game,1935,1.0,3.885,1,0,0,0,7,Childrens
Chameleon,2005,1.0,4.81944,2,4,0,20,5,misc
Granny Apples,2005,1.3,5.69289,2,6,0,15,8,misc
Leaping Lizards,2003,1.0,4.71402,2,4,0,15,5,misc
Scrambled States of America 2,2005,1.25,4.88387,2,5,0,15,6,misc
Koffer packen,1967,2.0,5.2,2,6,0,15,5,Childrens
Mohawk,1983,2.5556,7.1525,2,2,0,240,0,War
Suomi Tietopeli,2003,1.0,4.13333,2,6,0,30,12,misc
1792: La Patrie en Danger,1991,3.125,7.125,2,2,0,0,12,War
Inferno,2005,1.2857,6.03314,3,7,0,20,8,Family
Mob City,2005,3.0,5.87419,2,6,0,120,12,misc
Rebels & Redcoats: Volume II,1995,2.625,6.58409,1,2,0,90,12,War
First Blood: The 1st and 2nd Battles of Manassas,1989,3.875,6.97872,2,2,0,480,14,War
Under the Lily Banners,2005,3.6038,7.67858,2,2,0,300,12,War
18GL,2005,4.1818,7.45896,2,6,0,300,14,Strategy
"Operation Star: The Soviet Winter Offensive, 1943",1979,2.5714,7.22333,2,2,0,0,12,War
Bernini Mysterie,2005,1.6923,4.99734,2,4,0,15,8,Abstract
Djambi,1968,3.0,6.67865,3,4,0,60,0,Abstract
Piranha,2004,1.0,5.67455,2,6,0,20,5,Childrens
Lineage II: The Boardgame,2005,1.8824,6.24062,2,5,0,45,12,misc
Polarity,2002,1.0,5.65455,2,4,0,2,0,misc
Cluedo Card Game,1990,1.1667,5.40561,2,4,0,30,8,misc
Faces,2003,1.1111,5.98502,3,8,0,30,10,Party
Isolate,2003,1.75,4.55109,2,4,0,45,8,Abstract
Last Word,2005,1.2683,5.40442,2,8,0,30,8,Party
Conquest of the Empire,2005,3.0633,6.72947,2,6,6,240,10,misc
"Traveller: The Classic Games, Games 1-6+",2004,3.0,7.17761,1,8,0,240,12,misc
Jailbreak,1982,1.2857,6.03597,2,2,0,30,7,Childrens
Ostfriesenlauf,2005,1.0,5.59091,2,4,0,45,10,misc
Tic Tac Doh!,2003,1.5833,5.74909,2,2,0,5,0,Abstract
Horror House,0,1.6667,6.68421,2,4,0,0,8,misc
Schnipp Schnapp,1900,1.0,4.8175,2,6,0,20,7,Childrens
Blam!,2005,2.25,6.33839,2,4,0,30,7,Abstract
CrackeD ICE,2002,1.1875,5.55474,2,5,0,1,0,misc
Kaiser,1965,1.8,7.07,4,4,0,60,0,misc
Seti,1979,1.3333,5.22941,2,2,0,30,10,Abstract
Phoenix Command,1986,4.4545,6.44792,2,12,0,240,0,War
ZigZag,2005,1.5,5.825,2,2,0,30,8,Abstract
Dungeons & Dragons Basic Game,2004,3.0351,6.80566,2,5,0,90,12,Thematic
Inquisitor,2001,3.3529,5.8536,2,0,0,180,10,War
Family Fluxx,2005,1.2333,5.71437,2,6,0,30,6,Family
Sin City,2005,1.5,4.672,2,6,0,60,18,misc
Connection Games,2005,3.3333,8.77419,0,0,0,0,0,Abstract
Miskatonic Madness,2005,1.5,5.8913,2,2,0,0,8,misc
Monsters Menace America,2005,1.8408,5.97921,2,4,0,90,12,Thematic
Warhammer English Civil War,2002,3.5,6.34211,2,6,0,120,12,War
Xochintlan,1996,1.5,5.55114,2,5,0,20,10,misc
Pizza Box Football,2005,2.0076,6.2706,1,2,0,60,12,Thematic
Castle Keep,2005,1.2125,5.64292,1,4,0,20,8,misc
18Scan,2005,3.64,7.42583,2,4,0,180,12,Strategy
Hex Hex Next,2005,1.5,6.29907,3,6,0,30,12,Party
The Western Front: 1914 to 1918,2004,3.4167,7.95,2,2,0,360,12,War
Heroes of Might & Magic IV Collectible Card & Tile Game,2005,2.8571,5.44906,2,6,0,0,9,CGS
For Whom the Bell Tolls,1995,3.8462,7.04957,2,2,0,720,0,War
PS,1988,2.1667,6.28649,2,4,0,45,8,misc
The Transformation Game,1987,1.5,6.21875,2,4,0,0,16,misc
Anno Domini: Deutschland,2002,1.4783,6.61698,2,8,0,30,10,Party
Anno Domini: Flopps,2001,1.3929,6.85005,2,8,0,30,10,misc
Anno Domini: Frauen,1999,1.5,6.83333,2,8,0,30,10,misc
Anno Domini: Im Namen des Gesetzes,2003,1.3333,6.78269,2,8,0,30,10,misc
Babel,2002,0.0,5.87348,2,2,0,20,0,Abstract
18US,2005,4.4,6.97222,2,6,0,240,14,misc
Aargh!,2005,1.0,5.99545,2,4,0,20,3,Childrens
Cranium Bumparena,2005,1.1579,5.64827,2,4,0,20,7,misc
The Game of Life: Spongebob Squarepants Edition,2004,1.5882,4.66455,2,4,0,40,7,Childrens
Origins of World War I,1969,2.4286,6.75658,3,5,0,60,12,War
Axis & Allies Miniatures,2005,2.2971,6.5212,2,2,0,60,10,misc
War in the Desert,1997,4.0,7.53465,1,2,0,180,12,War
Die Dolmengötter,2005,2.2,6.58237,2,5,0,30,10,Abstract
TAC,2004,2.04,7.18022,1,4,0,60,10,Abstract
Anno Domini: VIP,2004,1.5,6.99012,2,8,0,30,10,misc
Anno Domini: Sport,2000,1.4,6.67591,2,8,0,30,10,misc
Anno Domini: Seefahrer & Flieger,1999,1.0,7.13256,2,8,0,45,10,misc
Anno Domini: Sex & Crime,1998,1.4074,6.73204,2,8,0,30,10,Party
Chaturanga,550,2.25,5.92877,2,4,0,30,8,Abstract
Postcard from the Revolution,2004,1.6667,6.00308,2,2,0,30,12,War
Bunco Party,2004,1.25,3.52083,2,12,0,60,8,misc
BreaKey,2003,1.0,1.49149,2,2,0,1,0,misc
Argue,2005,1.0,5.58182,3,10,0,0,0,misc
Anno Domini: Kunst,2001,1.6,6.72706,2,8,0,30,10,misc
Anno Domini: Natur,1998,1.1875,6.84384,2,8,0,30,10,Party
Anno Domini: Spiel des Jahres,2004,1.5,6.30168,2,8,0,30,10,misc
Chennault's First Fight,2005,2.9231,6.69102,2,2,0,300,12,War
Goldrush,1970,1.3333,5.0,2,4,0,60,10,misc
"Run for Your Life, Candyman!",2005,1.1795,5.48268,2,6,0,30,12,misc
Anno Domini: Münzen,2002,1.0,6.40455,2,8,0,30,10,misc
Anno Domini: Schweiz,1998,1.0,6.51458,2,8,0,30,10,misc
Anno Domini: Kirche & Staat,1998,1.6923,6.83701,2,8,0,30,10,misc
Monopoly: Moscow,1996,1.3333,4.92672,2,6,0,120,8,misc
Napoleon's Triumph,2007,3.6477,7.9829,2,8,2,180,12,War
China,2005,2.2872,6.98522,3,5,3,45,12,Strategy
Tien Len,0,1.875,7.19156,2,8,0,20,10,misc
Banana Express,2005,1.0,4.31667,2,4,0,30,4,Childrens
Four Lost Battles,2005,3.1304,7.42738,1,2,0,240,12,War
Schoko-Hexe,1990,1.0,5.65,2,6,0,20,5,misc
Casino,1800,1.4,6.29366,2,4,0,30,10,misc
Castle Merchants,2005,1.92,5.76923,2,4,0,45,10,misc
Solferino: 24 Juin 1859,1978,2.8,5.72258,2,2,0,0,12,War
Balancing Moon,0,1.0,5.52027,1,4,0,10,3,Childrens
Black Cannon,1986,1.6667,5.43968,2,4,0,30,8,misc
What's GNU?,2004,1.1667,5.425,2,6,0,0,5,Childrens
Grand Armee: Great Battles of the Napoleonic Wars Miniature Wargame Rules System,2002,3.1,7.71795,2,4,0,120,12,War
Dungeons & Dragons Adventure Game,2000,2.4118,6.49704,3,6,0,60,12,misc
Parthenon: Rise of the Aegean,2005,3.0143,6.32305,3,6,0,120,12,Strategy
Island Of D,2005,1.6875,6.30902,1,1,0,30,7,misc
Diceland: Dragons,2005,1.8571,6.42023,2,4,0,20,10,Thematic
Diceland: Cyburg,2005,2.3333,6.898,2,3,0,20,10,Thematic
Quartile,2005,2.0,6.92647,2,4,0,30,0,Abstract
Mission: Red Planet,2005,2.3178,6.90308,3,5,4,60,10,Strategy
Hide & Seek Safari,2005,1.3333,5.60545,2,2,0,20,4,Childrens
Message to the Czar,2003,1.9444,5.74144,2,5,0,30,10,misc
SeaSim,2004,2.1875,5.97543,2,2,0,30,10,misc
Psychologizer,0,1.3333,6.26143,2,8,0,0,0,misc
Key Largo,2005,2.0448,6.61096,3,5,0,40,8,Family
Unpublished Prototype,0,2.5325,6.89874,0,0,4,0,0,Strategy
Silk Road,2006,2.2424,5.89111,3,6,0,60,12,Family
Experiment,2006,1.8205,6.07235,3,6,0,30,8,misc
Dragon Noir 2: L'Epreuve,1993,2.6667,7.23864,1,7,0,120,12,War
Battlefront: WWII,2002,3.625,7.3283,2,8,0,180,12,War
Dragon Noir 1: L'Exil,1990,2.5,6.85816,2,7,0,120,12,War
Nature Fluxx,2005,1.2558,5.90904,2,6,0,15,8,misc
The Best of Board Wargaming,1980,3.5,7.40323,0,0,0,0,12,War
Fan Tan,0,1.3,5.42169,3,8,0,25,10,misc
Battle Beyond Space,2012,1.7143,6.29085,3,4,0,60,13,misc
Wacht Am Rhein,2005,4.6207,7.46618,1,4,0,240,12,War
Citadel,2002,3.0,6.9541,2,2,0,30,10,Abstract
Lock 'n Load: Band of Heroes,2005,3.0565,7.39853,2,2,0,60,12,War
White Rabbit,1988,1.0,5.28812,2,4,0,15,5,Childrens
The Complete Wargames Handbook,1980,3.6,7.25,0,0,0,0,12,War
Racetrack,1973,1.4688,6.36438,2,8,0,15,10,misc
18MEX,2005,3.8387,7.80678,3,5,0,210,14,Strategy
Zimbbos!,2004,1.1111,5.41863,1,4,0,10,3,Childrens
Fuldrigger,1985,2.0,5.54369,2,4,0,90,7,misc
Sator Arepo Tenet Opera Rotas,2008,2.4177,6.87509,2,4,0,60,8,Strategy
The Penguin Book of Card Games,1979,2.0,8.41207,2,0,0,5,12,misc
The Complete Book of Wargames,1980,2.6667,6.79245,0,0,0,0,10,misc
Nok-Hockey,1942,1.0,6.64902,2,2,0,10,0,misc
Senior Moments,0,0.0,3.35,2,8,0,0,12,misc
World Championship Dodge Ball,2005,1.0,4.59375,2,4,0,15,9,misc
Scavenger Hunt,2005,1.4286,5.64859,2,6,0,30,9,misc
Children of Fire,2005,2.5833,5.68679,2,5,0,60,12,misc
Dark Force,1994,2.6,4.37059,2,2,0,0,12,CGS
The Nightmare Before Christmas TCG,2005,2.0,6.72551,2,6,0,45,10,CGS
Skallywaggs,2005,1.7778,5.78596,2,4,0,60,12,misc
BauSquitMiao,2005,1.0,6.30526,2,6,0,30,6,Childrens
Les Fils de Samarande,2005,2.0,6.16667,2,5,0,60,10,misc
RPGQuest,2005,2.0625,8.68367,3,7,0,30,8,Childrens
Ball Park Baseball,1971,3.2222,8.02632,1,2,0,30,0,misc
Caylus,2005,3.8022,7.75353,2,5,3,150,12,Strategy
Birds of Prey: Air Combat in the Jet Age,2008,4.5,7.69771,2,8,0,480,14,War
"Khan: The Rise of the Mongol Empire, A.D. 1206-1295",2005,2.5833,5.68431,1,2,0,360,12,War
Warmaster Ancients,2005,2.65,7.24815,2,99,0,90,12,War
Capitaly,1935,1.5714,4.6875,2,8,0,60,8,misc
Colpevole!,1992,1.875,6.26569,4,7,0,180,0,misc
For Honor and Glory: War of 1812 Land and Naval Battles,2005,2.0,7.30411,2,4,0,30,12,War
Test Match,1955,1.0,4.44165,1,2,0,30,8,misc
Morgan's Revenge,1996,1.0,4.62625,2,99,0,0,0,misc
Salta,1899,2.6667,6.77273,2,2,0,50,10,Abstract
Gazdálkodj Okosan!,1960,1.2778,4.6433,2,7,0,45,0,misc
"Las Navas de Tolosa, 1212",2005,2.75,7.38837,2,2,0,60,12,War
Urban War,2005,2.7273,7.06944,2,2,0,60,12,War
Lightning: War on Terror,2005,1.2,4.88771,2,4,0,60,12,misc
Racer Knights of Falconus,2005,1.7273,5.02286,2,8,0,30,10,misc
EinStein würfelt nicht!,2004,1.5714,6.63405,2,2,0,10,6,Abstract
Ludus Gladiatorius,2005,1.6667,6.09178,2,5,0,20,10,misc
Piquet: Master Rules for Wargaming,1995,3.0,6.96078,2,6,0,90,12,War
"Aye, Dark Overlord! The Red Box",2005,1.3005,5.87005,4,16,5,30,13,Party
Forged in Fire: The 1862 Peninsula Campaign,2006,2.1429,7.01816,2,2,0,180,12,War
Marvel Super Heroes Game,1992,2.0,6.70395,2,6,0,45,6,misc
CSI: Miami,2005,1.0,3.68043,2,6,0,45,13,misc
Sun Tzu,2005,2.0986,7.05765,2,2,0,30,10,Strategy
Gustav Adolf the Great: With God and Victorious Arms,2006,3.7843,7.75952,2,2,0,300,12,War
"Onward, Christian Soldiers: The Crusades",2006,3.6071,6.55847,1,7,0,300,12,War
Unhappy King Charles!,2008,3.3115,7.6207,2,2,0,240,0,War
Dragonriders,2005,1.6316,5.00165,2,6,0,90,10,Family
Pie Face,1964,1.0,4.87533,2,4,0,15,5,misc
Shabadabada,2002,1.0,5.68699,4,16,0,45,8,misc
The Mediterranean,2005,3.3077,6.90678,0,0,0,480,12,War
El Día Más Largo,1982,2.6667,5.88259,2,4,0,240,12,War
Hornet Leader II,2005,2.0556,7.29781,1,1,0,60,12,War
Miscellaneous Game Magazine,0,2.75,7.12424,0,0,0,0,0,misc
Take Your Daughter to the Slaughter,1998,1.2,5.82121,2,10,0,30,18,misc
Star Wars: Attack of the Clones Card Game,2002,1.2,5.80688,2,5,0,45,8,Family
SuperGang,1985,2.8667,7.08706,3,5,0,120,10,misc
Black Stories,2004,1.2857,6.02768,2,15,6,20,12,Party
Pacifist,1984,1.0,5.9737,3,6,0,60,0,misc
"Ship, Captain, and Crew",2017,1.0,5.21527,2,10,0,15,8,misc
WWE Raw Deal,2000,2.5833,6.78593,2,8,0,15,10,CGS
Monopoly: Singapore,2000,1.3333,4.81282,2,8,0,60,8,misc
